epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
40,0.5598244667053223,0.0010000000474974513,1.3471778631210327,0.5587907433509827,1.3741700649261475
41,0.5654324293136597,0.0010000000474974513,1.3269397020339966,0.5806631445884705,1.3457467555999756
42,0.5641436576843262,0.0010000000474974513,1.343295931816101,0.5780161619186401,1.3152714967727661
43,0.5637256503105164,0.0010000000474974513,1.3394184112548828,0.5429089069366455,1.434876799583435
44,0.5639694929122925,0.0010000000474974513,1.3259905576705933,0.5536361336708069,1.400651216506958
45,0.5617750287055969,0.0010000000474974513,1.351680874824524,0.5656171441078186,1.3602402210235596
46,0.5647357702255249,0.0010000000474974513,1.3333505392074585,0.5755084753036499,1.3334345817565918
47,0.5866104960441589,0.0005000000237487257,1.2683415412902832,0.593062162399292,1.263818383216858
48,0.5924274325370789,0.0005000000237487257,1.2495695352554321,0.6042072772979736,1.2487114667892456
49,0.5950747132301331,0.0005000000237487257,1.2382723093032837,0.599609911441803,1.2315447330474854
50,0.593751072883606,0.0005000000237487257,1.2321538925170898,0.6214823126792908,1.2032926082611084
51,0.5950747132301331,0.0005000000237487257,1.221815824508667,0.6170242428779602,1.203203797340393
52,0.5984882712364197,0.0005000000237487257,1.204703450202942,0.5961270332336426,1.2495168447494507
53,0.5987321138381958,0.0005000000237487257,1.2044836282730103,0.6200891733169556,1.1895344257354736
54,0.601797342300415,0.0005000000237487257,1.1993379592895508,0.5904151797294617,1.2753307819366455
55,0.6020063161849976,0.0005000000237487257,1.1915485858917236,0.5936194062232971,1.2662136554718018
56,0.6014838814735413,0.0005000000237487257,1.1941865682601929,0.6181387305259705,1.2222530841827393
57,0.6036086082458496,0.0005000000237487257,1.19370436668396,0.593062162399292,1.2624431848526
58,0.6012051701545715,0.0005000000237487257,1.1941102743148804,0.5990526676177979,1.2586947679519653
59,0.6062906980514526,0.0005000000237487257,1.1805477142333984,0.5906937718391418,1.3179701566696167
60,0.6063603758811951,0.0005000000237487257,1.1746495962142944,0.6337419748306274,1.1438180208206177
61,0.6090076565742493,0.0005000000237487257,1.1745582818984985,0.6319308876991272,1.1538937091827393
62,0.6037827730178833,0.0005000000237487257,1.1850231885910034,0.5876288414001465,1.2605973482131958
63,0.6072311997413635,0.0005000000237487257,1.1670387983322144,0.6142379641532898,1.1962462663650513
64,0.6048277616500854,0.0005000000237487257,1.1781524419784546,0.6333240270614624,1.159028172492981
65,0.6052457690238953,0.0005000000237487257,1.1749885082244873,0.6369462013244629,1.1435428857803345
66,0.6087638139724731,0.0005000000237487257,1.1685112714767456,0.5897185802459717,1.2668592929840088
67,0.6135706305503845,0.0005000000237487257,1.1560261249542236,0.6093619465827942,1.1957554817199707
68,0.6101919412612915,0.0005000000237487257,1.1620633602142334,0.6143772602081299,1.1991736888885498
69,0.6105054020881653,0.0005000000237487257,1.158050537109375,0.6291446089744568,1.1713135242462158
70,0.6149291396141052,0.0005000000237487257,1.1450300216674805,0.5979381203651428,1.2290377616882324
71,0.6161831021308899,0.0005000000237487257,1.1492938995361328,0.5789913535118103,1.3944907188415527
72,0.6112368702888489,0.0005000000237487257,1.1514123678207397,0.6421008706092834,1.1344095468521118
73,0.6126649975776672,0.0005000000237487257,1.1543235778808594,0.6157703995704651,1.1934901475906372
74,0.6118638515472412,0.0005000000237487257,1.1502974033355713,0.6361103653907776,1.1555564403533936
75,0.6163920760154724,0.0005000000237487257,1.1506978273391724,0.6366676092147827,1.155686616897583
76,0.6143369674682617,0.0005000000237487257,1.1454105377197266,0.6241292953491211,1.176410436630249
77,0.6174370646476746,0.0005000000237487257,1.1419330835342407,0.6195319294929504,1.2134062051773071
78,0.6132919788360596,0.0005000000237487257,1.1432183980941772,0.614934504032135,1.2352039813995361
79,0.6132919788360596,0.0005000000237487257,1.1425256729125977,0.6186960339546204,1.2235163450241089
80,0.6228360533714294,0.0002500000118743628,1.1298655271530151,0.6425188183784485,1.121634602546692
81,0.6298025250434875,0.0002500000118743628,1.0897635221481323,0.6448871493339539,1.1370744705200195
82,0.6341913938522339,0.0002500000118743628,1.0840611457824707,0.6476734280586243,1.1353567838668823
83,0.6295934915542603,0.0002500000118743628,1.0979220867156982,0.6341599225997925,1.160258412361145
84,0.6347486972808838,0.0002500000118743628,1.0834295749664307,0.6269155740737915,1.1740788221359253
85,0.6365947723388672,0.0002500000118743628,1.0727531909942627,0.6466982364654541,1.1184526681900024
86,0.6394858956336975,0.0002500000118743628,1.0633281469345093,0.6416829228401184,1.1341276168823242
87,0.6362813115119934,0.0002500000118743628,1.0627119541168213,0.6429367661476135,1.134641170501709
88,0.6426208019256592,0.0002500000118743628,1.0614088773727417,0.6398718357086182,1.1470011472702026
89,0.6392072439193726,0.0002500000118743628,1.0613428354263306,0.646976888179779,1.128082275390625
90,0.6366644501686096,0.0002500000118743628,1.066595196723938,0.6292839050292969,1.1563302278518677
91,0.6385453939437866,0.0002500000118743628,1.0548911094665527,0.6568682193756104,1.115967869758606
92,0.6431432366371155,0.0002500000118743628,1.0512313842773438,0.6565895676612854,1.111474633216858
93,0.6452332139015198,0.0002500000118743628,1.0374406576156616,0.6547784805297852,1.1093772649765015
94,0.6408094763755798,0.0002500000118743628,1.0539026260375977,0.6476734280586243,1.1321786642074585
95,0.6431781053543091,0.0002500000118743628,1.049713373184204,0.6575647592544556,1.10100519657135
96,0.6404612064361572,0.0002500000118743628,1.049851894378662,0.6436333060264587,1.1240761280059814
97,0.6467658281326294,0.0002500000118743628,1.0351523160934448,0.6549177765846252,1.0983343124389648
98,0.6465568542480469,0.0002500000118743628,1.031887412071228,0.6404290795326233,1.1395437717437744
99,0.6425162553787231,0.0002500000118743628,1.0431405305862427,0.6500418186187744,1.1099516153335571
100,0.6432477831840515,0.0002500000118743628,1.037638545036316,0.6646698117256165,1.0697485208511353
101,0.6468703150749207,0.0002500000118743628,1.0334105491638184,0.6551964282989502,1.106815218925476
102,0.6471489667892456,0.0002500000118743628,1.0318474769592285,0.6514349579811096,1.1102466583251953
103,0.6478108167648315,0.0002500000118743628,1.0303188562393188,0.6517135500907898,1.104791283607483
104,0.6451983451843262,0.0002500000118743628,1.0412999391555786,0.6277514696121216,1.1648813486099243
105,0.6481590867042542,0.0002500000118743628,1.029448390007019,0.6441906094551086,1.118141531944275
106,0.6478108167648315,0.0002500000118743628,1.0254268646240234,0.645026445388794,1.1163861751556396
107,0.6479849815368652,0.0002500000118743628,1.0313224792480469,0.65338534116745,1.1141231060028076
108,0.6535232663154602,0.0001250000059371814,1.0155665874481201,0.65422123670578,1.093360185623169
109,0.6567626595497131,0.0001250000059371814,1.0051279067993164,0.6613262891769409,1.0790112018585205
110,0.6591312885284424,0.0001250000059371814,0.9961279630661011,0.6584006547927856,1.082377314567566
111,0.6582604646682739,0.0001250000059371814,0.9910933971405029,0.65352463722229,1.1105211973190308
112,0.6549862623214722,0.0001250000059371814,0.991233766078949,0.6609083414077759,1.0898315906524658
113,0.6621965169906616,0.0001250000059371814,0.9870795607566833,0.6627194285392761,1.071619987487793
114,0.6589919328689575,0.0001250000059371814,0.9878367185592651,0.6589578986167908,1.0811989307403564
115,0.6629279851913452,6.25000029685907e-05,0.9720383286476135,0.6606296896934509,1.078299880027771
